;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
15.554;1673003.00;139937.00;679506.00;67468.00;1555340.00;34944.00;236431.00;131554.00;662340.00;410741.00;420130.00;31206.00;439723.00;47792.00;153713.00;37177.00;711726.00;117636.00;131766.00;37585.00;342340.00;70251.00;206086.00;59628.00
15.559;1677361.00;143011.00;682217.00;64742.00;1545713.00;34567.00;235279.00;127375.00;674360.00;408320.00;426578.00;31819.00;436816.00;45012.00;152399.00;35944.00;704958.00;117046.00;129928.00;37455.00;346215.00;71670.00;209780.00;59156.00
15.565;1680941.00;141599.00;686473.00;67068.00;1562285.00;36450.00;242675.00;126126.00;669892.00;413851.00;424049.00;31793.00;439898.00;45973.00;152689.00;34875.00;709695.00;116091.00;131650.00;37802.00;346391.00;72464.00;208775.00;61293.00
15.571;1691693.00;139674.00;682269.00;68522.00;1574638.00;36463.00;235767.00;128302.00;671348.00;414376.00;430121.00;33366.00;442891.00;47138.00;152141.00;36592.00;708081.00;115550.00;132723.00;37507.00;345155.00;73629.00;210508.00;62161.00
15.577;1685590.00;138146.00;686691.00;67717.00;1560414.00;36190.00;236849.00;129637.00;671797.00;408957.00;429110.00;30618.00;446018.00;46340.00;152105.00;37171.00;712140.00;115158.00;130087.00;37885.00;347425.00;72533.00;209818.00;59938.00
15.582;1686345.00;144080.00;691684.00;67860.00;1570121.00;35896.00;239584.00;127414.00;667904.00;413906.00;422873.00;32259.00;444286.00;46674.00;150888.00;36253.00;712394.00;115445.00;130666.00;38062.00;346625.00;69948.00;210605.00;58424.00
15.588;1696267.00;140897.00;687988.00;65939.00;1573457.00;35720.00;241086.00;130422.00;673232.00;415802.00;428690.00;32733.00;445992.00;46515.00;153379.00;35859.00;710873.00;114364.00;134196.00;37934.00;350336.00;71399.00;207375.00;59719.00
15.594;1694445.00;141779.00;690502.00;66633.00;1580082.00;35575.00;239386.00;129921.00;677370.00;414447.00;431897.00;33163.00;450489.00;45863.00;154660.00;39364.00;713974.00;115499.00;129328.00;38136.00;347648.00;72395.00;209337.00;58549.00
15.600;1702760.00;141722.00;692471.00;65744.00;1575500.00;35263.00;242613.00;130561.00;674525.00;415057.00;435455.00;32790.00;444972.00;46918.00;151618.00;36711.00;719792.00;116150.00;131141.00;38507.00;350792.00;72275.00;207385.00;61027.00
15.605;1691972.00;143527.00;688580.00;65176.00;1591753.00;35832.00;244427.00;131394.00;676142.00;416487.00;432290.00;32384.00;439889.00;46670.00;155296.00;38129.00;720330.00;113373.00;131458.00;39261.00;356460.00;72384.00;211728.00;61381.00
15.611;1707456.00;141441.00;688560.00;67301.00;1591538.00;35320.00;242675.00;128747.00;676734.00;415526.00;438343.00;35286.00;447041.00;47468.00;155938.00;35244.00;719497.00;117668.00;129220.00;38841.00;353293.00;71746.00;212303.00;59460.00
15.617;1701561.00;143442.00;688269.00;69052.00;1592936.00;36217.00;241733.00;134269.00;677270.00;420720.00;434111.00;32908.00;448226.00;45803.00;154401.00;37042.00;721279.00;114523.00;133157.00;37175.00;352728.00;73071.00;212904.00;60619.00
15.622;1705034.00;141090.00;697879.00;66772.00;1597643.00;34929.00;242715.00;132739.00;684092.00;423340.00;432743.00;32774.00;446816.00;45977.00;155929.00;35132.00;727911.00;114715.00;129965.00;38546.00;348491.00;72679.00;210856.00;61956.00
15.628;1717368.00;141996.00;693934.00;69216.00;1605583.00;35165.00;241768.00;131129.00;677268.00;417742.00;434041.00;32402.00;446161.00;46401.00;157780.00;37059.00;722312.00;115594.00;131739.00;39972.00;352976.00;73476.00;207564.00;62226.00
15.634;1720779.00;138690.00;695648.00;67983.00;1601628.00;36046.00;242290.00;130301.00;683362.00;416766.00;440645.00;32388.00;449553.00;47061.00;153946.00;37583.00;720047.00;116894.00;133781.00;39429.00;352345.00;73672.00;208448.00;63953.00
15.640;1717689.00;143872.00;697788.00;69993.00;1614968.00;36618.00;242966.00;132561.00;689943.00;417898.00;444016.00;32964.00;450430.00;46680.00;157057.00;38078.00;729550.00;116159.00;129657.00;38788.00;351870.00;71612.00;210214.00;64132.00
15.645;1720937.00;141999.00;697618.00;66439.00;1609138.00;37290.00;242400.00;132785.00;681006.00;418777.00;441681.00;32407.00;451790.00;47250.00;156011.00;37252.00;727062.00;118459.00;132334.00;39189.00;353970.00;75304.00;209468.00;61154.00
15.651;1722793.00;145796.00;700960.00;67237.00;1608789.00;36788.00;242946.00;131960.00;685653.00;417989.00;440342.00;33344.00;448152.00;47609.00;156670.00;37303.00;734913.00;115440.00;132542.00;37953.00;349605.00;71631.00;207709.00;63169.00
15.657;1718799.00;142389.00;699949.00;67345.00;1623380.00;35227.00;248243.00;131971.00;685637.00;420518.00;444143.00;30855.00;455339.00;45872.00;155609.00;37688.00;732297.00;114530.00;135089.00;39643.00;353697.00;72964.00;209475.00;63468.00
15.662;1731074.00;144128.00;701713.00;70995.00;1621320.00;36132.00;242443.00;133612.00;686281.00;418776.00;443640.00;34495.00;453772.00;47085.00;157105.00;37103.00;729331.00;117923.00;133827.00;39452.00;356395.00;71900.00;209243.00;61036.00
15.668;1737795.00;143267.00;702005.00;68405.00;1619736.00;36951.00;245581.00;134366.00;688416.00;418439.00;443969.00;33532.00;451775.00;47677.00;157490.00;39055.00;728020.00;117799.00;133222.00;39545.00;355935.00;73718.00;210567.00;63034.00
15.674;1734039.00;145593.00;702346.00;69626.00;1624952.00;37199.00;245008.00;133908.00;684580.00;431043.00;442809.00;32580.00;453850.00;46604.00;156323.00;36431.00;733203.00;116923.00;133079.00;41014.00;354415.00;72207.00;209636.00;61850.00
15.680;1729603.00;144406.00;709992.00;67806.00;1640810.00;35800.00;246979.00;134301.00;689313.00;418423.00;443837.00;32894.00;454089.00;47400.00;156266.00;39286.00;730183.00;117786.00;130646.00;40017.00;354508.00;74564.00;207057.00;61911.00
15.685;1736787.00;143151.00;707519.00;70345.00;1637497.00;35483.00;246996.00;133926.00;687832.00;422080.00;442387.00;32430.00;459593.00;47350.00;156908.00;38246.00;734206.00;119027.00;134355.00;39671.00;358909.00;73073.00;211196.00;63313.00
15.691;1737969.00;141621.00;710141.00;67833.00;1647884.00;37169.00;249046.00;133139.00;696915.00;421456.00;442050.00;32682.00;461340.00;48937.00;157606.00;37467.00;736384.00;116461.00;135820.00;39827.00;356506.00;73227.00;208370.00;65408.00
15.697;1753486.00;143171.00;710388.00;67925.00;1649778.00;37911.00;250045.00;132238.00;695508.00;423066.00;451169.00;35465.00;457219.00;49104.00;157007.00;38154.00;742519.00;117898.00;134022.00;40394.00;361755.00;72716.00;210599.00;65028.00
15.703;1748307.00;145047.00;711161.00;68020.00;1642253.00;36231.00;250029.00;133016.00;696063.00;427003.00;446699.00;33014.00;452268.00;45256.00;158491.00;38618.00;742988.00;117602.00;135318.00;40727.00;360244.00;74496.00;207932.00;62843.00
15.708;1742792.00;143763.00;716686.00;68718.00;1657828.00;36309.00;251895.00;131702.00;699336.00;429300.00;450442.00;32605.00;457523.00;48044.00;159680.00;39411.00;740215.00;119558.00;136866.00;40271.00;362333.00;72984.00;211030.00;63035.00
15.714;1756775.00;143737.00;715816.00;66750.00;1646924.00;37184.00;249400.00;134135.00;697227.00;425313.00;452115.00;34572.00;462512.00;47186.00;157321.00;37028.00;750870.00;119676.00;134918.00;40759.00;358724.00;76024.00;211407.00;62487.00
15.720;1752854.00;144247.00;714233.00;68609.00;1663522.00;37459.00;247479.00;133735.00;698194.00;423298.00;452305.00;34354.00;464385.00;46492.00;157532.00;37908.00;748676.00;118633.00;132968.00;41390.00;360168.00;74875.00;208340.00;66273.00
15.725;1759317.00;145115.00;711078.00;70997.00;1657743.00;36736.00;254019.00;135387.00;704754.00;425145.00;455226.00;33995.00;461825.00;47970.00;159795.00;39473.00;748310.00;116617.00;133246.00;39599.00;367797.00;73941.00;206969.00;64504.00
15.731;1758761.00;141947.00;713719.00;69620.00;1665267.00;36581.00;255650.00;133003.00;705680.00;426592.00;455458.00;34509.00;464804.00;49055.00;159421.00;37533.00;740944.00;118753.00;135477.00;41511.00;360345.00;75339.00;205597.00;63959.00
15.737;1763189.00;143245.00;720054.00;67129.00;1665587.00;37497.00;253066.00;135161.00;708868.00;428049.00;449794.00;35223.00;462750.00;48121.00;161065.00;38923.00;753356.00;118989.00;136193.00;40737.00;363642.00;75620.00;205080.00;64147.00
15.743;1766094.00;145273.00;717737.00;70312.00;1663226.00;37343.00;252828.00;134236.00;701990.00;427137.00;453859.00;34694.00;465204.00;47910.00;158468.00;39296.00;748340.00;118069.00;132677.00;41154.00;364032.00;72735.00;208848.00;63711.00
15.748;1776483.00;145109.00;715788.00;70248.00;1679030.00;36975.00;252813.00;137332.00;706849.00;422830.00;452542.00;33699.00;462933.00;47348.00;155344.00;38649.00;751315.00;118593.00;133245.00;39968.00;363478.00;75198.00;209485.00;64187.00
15.754;1774352.00;144972.00;719578.00;69470.00;1676425.00;39505.00;253222.00;132891.00;703584.00;427401.00;459363.00;33795.00;461935.00;49377.00;161483.00;39481.00;753243.00;120149.00;135278.00;40987.00;364590.00;77362.00;212004.00;62753.00
15.760;1776320.00;146312.00;721564.00;69876.00;1685383.00;36088.00;252407.00;136228.00;715682.00;425166.00;459047.00;33077.00;467441.00;50082.00;161407.00;39908.00;754106.00;116651.00;136651.00;41175.00;367234.00;72695.00;209365.00;65396.00
15.765;1777440.00;145453.00;719881.00;68030.00;1688345.00;36664.00;252872.00;136588.00;713563.00;427265.00;460688.00;34169.00;466011.00;49127.00;158917.00;39954.00;756798.00;117860.00;136100.00;39676.00;369586.00;75812.00;208602.00;63971.00
15.771;1777303.00;147602.00;720252.00;68800.00;1693425.00;35986.00;253991.00;134756.00;715793.00;428567.00;460129.00;34626.00;466785.00;49763.00;163562.00;39929.00;754504.00;119660.00;135331.00;41282.00;364993.00;75478.00;212079.00;65290.00
15.777;1782836.00;148117.00;723860.00;68488.00;1697098.00;36953.00;257813.00;135277.00;716112.00;429024.00;464574.00;33740.00;467033.00;51584.00;160339.00;40136.00;762915.00;118632.00;135182.00;41481.00;366920.00;77027.00;211318.00;65761.00
15.783;1789779.00;146743.00;725809.00;68985.00;1697851.00;38418.00;256319.00;136215.00;712512.00;436240.00;460820.00;33900.00;471327.00;49306.00;161872.00;40634.00;761555.00;117541.00;138408.00;41974.00;365332.00;75941.00;210976.00;64463.00
15.788;1786797.00;143716.00;724803.00;71539.00;1694686.00;37989.00;254179.00;135072.00;714972.00;429811.00;461375.00;34901.00;469235.00;51012.00;159811.00;40962.00;764978.00;116676.00;134979.00;40538.00;369872.00;75288.00;208615.00;67091.00
15.794;1797181.00;147435.00;720731.00;69058.00;1708838.00;38046.00;256258.00;136945.00;718993.00;432239.00;461897.00;34640.00;474508.00;50169.00;160669.00;38766.00;768882.00;120161.00;135764.00;41264.00;364382.00;74880.00;207210.00;65388.00
15.800;1798503.00;150278.00;725029.00;68529.00;1702775.00;37496.00;259746.00;133532.00;716462.00;436656.00;465774.00;35013.00;473593.00;49612.00;161967.00;39807.00;760085.00;121388.00;136361.00;41167.00;376601.00;74446.00;207348.00;66217.00
15.806;1802154.00;145841.00;724940.00;70276.00;1713371.00;38576.00;261506.00;134820.00;721874.00;433457.00;467507.00;35265.00;471643.00;49212.00;165026.00;39190.00;764701.00;118884.00;137088.00;41564.00;367351.00;75894.00;212250.00;65852.00
15.811;1795191.00;147044.00;732300.00;70111.00;1710528.00;37999.00;255349.00;136947.00;720871.00;432694.00;464791.00;35960.00;470070.00;50559.00;163896.00;39982.00;769695.00;119584.00;134549.00;42600.00;370851.00;77268.00;213207.00;65301.00
15.817;1796955.00;146195.00;732861.00;71995.00;1718693.00;37487.00;260610.00;137395.00;727502.00;430606.00;466729.00;35927.00;473759.00;48528.00;162636.00;39909.00;764248.00;119947.00;137822.00;40627.00;372868.00;73771.00;211511.00;65051.00
15.823;1813752.00;147914.00;731662.00;69699.00;1724071.00;38542.00;260700.00;135669.00;727634.00;433688.00;464124.00;35081.00;475643.00;49580.00;163588.00;39262.00;775403.00;120538.00;136592.00;42581.00;369840.00;73665.00;207182.00;69370.00
15.828;1815754.00;146387.00;734030.00;70199.00;1726672.00;38065.00;258995.00;136577.00;720881.00;437189.00;469438.00;34851.00;474044.00;50033.00;164203.00;40022.00;769236.00;118300.00;139270.00;41841.00;372587.00;76208.00;212045.00;66371.00
15.834;1811993.00;147146.00;733330.00;71514.00;1729774.00;36973.00;259227.00;138331.00;727791.00;431975.00;472387.00;34503.00;474157.00;51019.00;163083.00;40035.00;770362.00;117528.00;138046.00;42013.00;371754.00;74904.00;210340.00;64931.00
15.840;1815442.00;149633.00;732650.00;70496.00;1735273.00;38194.00;260321.00;135262.00;729027.00;433805.00;473758.00;35595.00;477694.00;48982.00;163906.00;39717.00;765086.00;122786.00;137544.00;43763.00;377387.00;76396.00;213490.00;66988.00
15.846;1809490.00;148078.00;741979.00;72206.00;1732021.00;37911.00;262277.00;137599.00;735659.00;434125.00;471153.00;35163.00;482737.00;48829.00;163582.00;40335.00;771956.00;119550.00;138823.00;41115.00;375372.00;75491.00;211312.00;65176.00
15.851;1818797.00;145955.00;737063.00;71329.00;1740443.00;37422.00;261169.00;136211.00;728365.00;435466.00;472807.00;35874.00;478056.00;49961.00;164798.00;40559.00;776586.00;120302.00;139218.00;41101.00;375615.00;76083.00;208255.00;68525.00
15.857;1820069.00;147172.00;736196.00;72481.00;1753137.00;38551.00;263235.00;132910.00;735849.00;429116.00;478530.00;34726.00;482381.00;49583.00;163344.00;43460.00;775088.00;119426.00;138923.00;42597.00;375131.00;77373.00;209732.00;65330.00
15.863;1829615.00;147784.00;741033.00;67870.00;1751593.00;37897.00;265286.00;136754.00;736103.00;439963.00;480162.00;36188.00;483128.00;51757.00;166703.00;41440.00;779139.00;118388.00;138665.00;41468.00;379547.00;74783.00;209149.00;67011.00
15.868;1821301.00;147401.00;742382.00;69680.00;1750573.00;40022.00;262161.00;138419.00;736587.00;437714.00;475151.00;35693.00;486405.00;49861.00;165741.00;41626.00;776655.00;120867.00;138978.00;42181.00;373344.00;74459.00;209536.00;66887.00
15.874;1834735.00;149872.00;743887.00;69799.00;1757989.00;38453.00;265755.00;137606.00;734084.00;435841.00;479139.00;35792.00;480543.00;50215.00;163311.00;41161.00;778176.00;122807.00;136542.00;41641.00;380583.00;77803.00;209732.00;68084.00
15.880;1825742.00;147849.00;740676.00;71103.00;1770880.00;39087.00;262112.00;136215.00;739377.00;443160.00;475519.00;36863.00;480520.00;50170.00;165645.00;41745.00;784509.00;122238.00;136667.00;43284.00;380947.00;77967.00;211781.00;70925.00
15.886;1828135.00;144490.00;745004.00;70944.00;1766464.00;38893.00;262572.00;139708.00;735470.00;437405.00;481045.00;36557.00;485000.00;49426.00;167563.00;42160.00;783665.00;121039.00;140851.00;43731.00;382291.00;76573.00;208421.00;65393.00
15.891;1847112.00;150469.00;747114.00;71986.00;1768232.00;35808.00;266528.00;139863.00;744639.00;432048.00;477506.00;35113.00;485703.00;48229.00;165981.00;42255.00;785674.00;119057.00;137972.00;44025.00;382941.00;76151.00;213558.00;65505.00
15.897;1836413.00;145803.00;745041.00;71477.00;1770659.00;39955.00;264520.00;139580.00;741989.00;439132.00;478814.00;35971.00;483620.00;49658.00;165098.00;42245.00;782519.00;121583.00;139017.00;43326.00;384834.00;76506.00;213029.00;66807.00
15.903;1850931.00;147721.00;742723.00;72694.00;1770109.00;39070.00;268792.00;138563.00;742054.00;442301.00;480600.00;35529.00;485166.00;50524.00;167305.00;40705.00;785569.00;124201.00;141207.00;42954.00;381690.00;75981.00;211718.00;64932.00
15.909;1848705.00;148615.00;746379.00;71696.00;1782608.00;38380.00;265996.00;141088.00;741396.00;443305.00;481344.00;37805.00;486165.00;49915.00;170326.00;43437.00;791407.00;122018.00;140230.00;44180.00;379528.00;76009.00;214927.00;67140.00
15.914;1851794.00;149387.00;746346.00;71429.00;1786437.00;38933.00;272438.00;139005.00;746743.00;441097.00;489342.00;36495.00;488745.00;52822.00;167943.00;43333.00;797293.00;122921.00;140501.00;43765.00;380954.00;78866.00;214611.00;69883.00
15.920;1853876.00;148205.00;747299.00;72380.00;1790608.00;38681.00;268846.00;137493.00;745495.00;440256.00;490152.00;37687.00;484649.00;50644.00;169198.00;41217.00;795459.00;122289.00;139737.00;43063.00;387611.00;79791.00;216286.00;65863.00
15.926;1860280.00;150107.00;749184.00;70540.00;1792162.00;38170.00;267225.00;139581.00;749392.00;438042.00;484939.00;35210.00;494608.00;52149.00;169435.00;41518.00;795675.00;123848.00;142053.00;44559.00;380838.00;79640.00;212045.00;67508.00
15.931;1859824.00;151763.00;747687.00;71159.00;1794405.00;39268.00;270109.00;138336.00;752474.00;433815.00;490681.00;36410.00;489003.00;51133.00;169035.00;42924.00;793492.00;121307.00;136833.00;41934.00;386686.00;78617.00;210701.00;67857.00
15.937;1863122.00;148830.00;752022.00;73077.00;1790490.00;38335.00;269308.00;140900.00;749533.00;442479.00;495701.00;37149.00;484247.00;51139.00;168447.00;41443.00;796983.00;123707.00;136930.00;43387.00;387088.00;80850.00;209511.00;69024.00
15.943;1856333.00;151250.00;751043.00;72631.00;1800506.00;38311.00;271586.00;138239.00;748027.00;442685.00;488240.00;38186.00;488095.00;51889.00;167211.00;42828.00;798571.00;124897.00;139603.00;43963.00;386671.00;75008.00;211878.00;68426.00
15.949;1870127.00;151336.00;747123.00;72008.00;1793401.00;37116.00;272893.00;137662.00;750878.00;442760.00;491608.00;36890.00;496040.00;53152.00;167450.00;44929.00;796008.00;120326.00;137553.00;42287.00;382783.00;78252.00;213846.00;70964.00
15.954;1871014.00;153551.00;748678.00;73222.00;1817355.00;38048.00;270457.00;140657.00;750727.00;437808.00;487682.00;36912.00;493139.00;50991.00;167399.00;44052.00;801011.00;123275.00;141223.00;44259.00;391706.00;80276.00;213804.00;67935.00
15.960;1874900.00;147209.00;756693.00;72050.00;1812121.00;41261.00;271266.00;139637.00;753903.00;445109.00;491996.00;39115.00;495030.00;50827.00;169201.00;42981.00;802204.00;121300.00;140664.00;43708.00;390459.00;76915.00;214686.00;68221.00
15.966;1873461.00;150452.00;755059.00;72171.00;1821420.00;38937.00;269072.00;139721.00;756489.00;447579.00;498228.00;37322.00;493101.00;52005.00;168168.00;41944.00;804041.00;121946.00;139684.00;43383.00;388847.00;78484.00;212906.00;68273.00
15.971;1879245.00;148466.00;756501.00;72185.00;1825094.00;37748.00;269690.00;135992.00;758540.00;440197.00;490364.00;36575.00;494660.00;51634.00;165002.00;44931.00;802596.00;123522.00;142883.00;44889.00;388304.00;80293.00;214820.00;68066.00
15.977;1883248.00;148536.00;754320.00;71274.00;1830795.00;37726.00;272811.00;144066.00;758044.00;445196.00;503322.00;37129.00;495033.00;52255.00;167686.00;41542.00;811657.00;123158.00;140892.00;43690.00;387188.00;77106.00;213824.00;67572.00
15.983;1887688.00;151674.00;760597.00;73260.00;1833267.00;38324.00;275358.00;140088.00;763078.00;448228.00;497520.00;35780.00;508652.00;51408.00;169806.00;42190.00;813135.00;123588.00;140179.00;43693.00;388677.00;78026.00;212734.00;69508.00
15.989;1885493.00;148613.00;758168.00;70744.00;1820571.00;39157.00;277535.00;140986.00;764111.00;448490.00;499952.00;37282.00;499219.00;53237.00;169308.00;43076.00;812217.00;122136.00;140898.00;44262.00;392189.00;78011.00;212595.00;70191.00
15.994;1893950.00;150062.00;754559.00;72941.00;1840608.00;40299.00;275244.00;144442.00;762363.00;448578.00;497784.00;36067.00;500578.00;52530.00;167441.00;42214.00;807652.00;122514.00;140692.00;45293.00;395535.00;78791.00;213752.00;69093.00
16.000;1889586.00;150946.00;753771.00;71394.00;1829962.00;39156.00;276981.00;142177.00;765378.00;453688.00;496316.00;37865.00;497107.00;51129.00;172611.00;42445.00;811779.00;122834.00;143312.00;46005.00;395245.00;80523.00;212297.00;69674.00
16.006;1900751.00;151189.00;756681.00;71068.00;1836759.00;40040.00;275544.00;143516.00;768402.00;439434.00;500798.00;37767.00;501218.00;52617.00;172970.00;42742.00;816250.00;126209.00;142889.00;45595.00;393963.00;80595.00;216209.00;67638.00
