;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
14.941;1399930.00;129835.00;568031.00;60033.00;1230389.00;30138.00;193126.00;114535.00;545982.00;375799.00;339329.00;26495.00;370410.00;38610.00;129593.00;28189.00;582852.00;99341.00;120071.00;30670.00;287588.00;61900.00;197619.00;50415.00
14.947;1401050.00;128173.00;572853.00;61149.00;1231647.00;30694.00;196001.00;113628.00;544556.00;372541.00;339434.00;25773.00;370981.00;36994.00;130937.00;26446.00;585391.00;100189.00;122229.00;30148.00;285968.00;59021.00;197156.00;48220.00
14.953;1399815.00;130558.00;566373.00;61558.00;1243693.00;31462.00;191620.00;115809.00;545323.00;374865.00;340165.00;27604.00;377012.00;40307.00;128422.00;27361.00;585919.00;98188.00;119554.00;30803.00;287800.00;61398.00;196982.00;48382.00
14.959;1399148.00;132656.00;570023.00;64503.00;1246365.00;31408.00;192836.00;115786.00;543939.00;375849.00;339862.00;25006.00;379969.00;36666.00;132893.00;29682.00;584269.00;98680.00;124087.00;29940.00;289139.00;62063.00;195365.00;49162.00
14.964;1408949.00;133044.00;573185.00;61340.00;1236165.00;30876.00;197034.00;117137.00;549626.00;372968.00;341727.00;26439.00;376804.00;38782.00;130202.00;27759.00;592723.00;98402.00;121561.00;31422.00;289179.00;62551.00;196420.00;49755.00
14.970;1416916.00;129735.00;575603.00;61765.00;1249979.00;33298.00;191331.00;117667.00;549284.00;380160.00;342627.00;26391.00;373775.00;38153.00;130053.00;27756.00;592761.00;96203.00;119331.00;30704.00;291510.00;62481.00;197586.00;51083.00
14.976;1415223.00;128677.00;574812.00;59809.00;1248687.00;31917.00;195573.00;115149.00;552603.00;373167.00;341085.00;26489.00;374580.00;38038.00;132692.00;26942.00;589023.00;99685.00;122646.00;31080.00;290111.00;63046.00;196632.00;49621.00
14.982;1414979.00;132376.00;574198.00;62216.00;1251219.00;32473.00;196782.00;114531.00;551186.00;377084.00;343766.00;27115.00;377749.00;38948.00;133528.00;27788.00;588157.00;99202.00;119687.00;29580.00;289949.00;62209.00;199749.00;50148.00
14.987;1415186.00;128054.00;575170.00;61974.00;1249162.00;31420.00;196482.00;115871.00;553821.00;381762.00;342194.00;25518.00;378292.00;39481.00;132333.00;28287.00;594799.00;103217.00;122103.00;30267.00;291710.00;60731.00;198484.00;51333.00
14.993;1417096.00;130419.00;582627.00;61377.00;1257099.00;31079.00;195227.00;114656.00;553022.00;373878.00;340843.00;26053.00;378974.00;37545.00;130491.00;28709.00;598066.00;99646.00;120083.00;29551.00;291248.00;61276.00;195029.00;51210.00
14.999;1423170.00;130854.00;578079.00;63064.00;1265166.00;32078.00;195902.00;114553.00;557829.00;376990.00;338171.00;26518.00;378722.00;38657.00;130878.00;29463.00;594963.00;100708.00;121628.00;30209.00;294016.00;61666.00;198739.00;50634.00
15.004;1431806.00;131639.00;576171.00;63594.00;1262551.00;29910.00;194581.00;114199.00;558909.00;375311.00;347377.00;26400.00;375355.00;38227.00;133324.00;28392.00;593015.00;101321.00;123982.00;29286.00;293207.00;61014.00;200312.00;53000.00
15.010;1424585.00;128262.00;581341.00;61767.00;1257964.00;31247.00;193826.00;115993.00;560707.00;377454.00;347207.00;25954.00;377652.00;38871.00;133888.00;27178.00;597046.00;102402.00;120630.00;31143.00;290690.00;63075.00;200126.00;49871.00
15.016;1425394.00;132186.00;584720.00;62417.00;1267239.00;30698.00;200470.00;115531.00;552356.00;375610.00;343188.00;24651.00;380910.00;39135.00;132091.00;28539.00;600673.00;98549.00;124534.00;31470.00;292762.00;62013.00;200484.00;50178.00
15.022;1428575.00;131689.00;576037.00;61192.00;1273790.00;33240.00;200023.00;116450.00;559650.00;380890.00;349781.00;28125.00;381081.00;39018.00;133929.00;28917.00;597375.00;101828.00;124697.00;30384.00;292401.00;62315.00;195679.00;51901.00
15.027;1438208.00;132034.00;580124.00;60262.00;1284720.00;31003.00;193821.00;116598.00;561457.00;378248.00;346725.00;28110.00;382175.00;36832.00;131088.00;30274.00;599649.00;103248.00;120641.00;30863.00;295409.00;64709.00;194753.00;53574.00
15.033;1431026.00;130687.00;587834.00;61826.00;1274784.00;31582.00;198112.00;114695.00;559399.00;378871.00;351435.00;27329.00;380842.00;41591.00;132684.00;28550.00;602649.00;102181.00;124486.00;32313.00;300335.00;63411.00;198407.00;48582.00
15.039;1445421.00;132053.00;588180.00;65057.00;1280888.00;31241.00;200986.00;116985.00;559170.00;384082.00;350349.00;26578.00;382329.00;39522.00;130541.00;28397.00;601409.00;99672.00;121062.00;31221.00;295443.00;64379.00;197504.00;52597.00
15.044;1442811.00;132743.00;591445.00;62635.00;1289042.00;30081.00;200300.00;117608.00;568403.00;382192.00;347803.00;25927.00;379192.00;39320.00;134044.00;28223.00;605799.00;98486.00;125644.00;29719.00;298183.00;64082.00;200047.00;50755.00
15.050;1447538.00;131657.00;586205.00;63043.00;1279754.00;31631.00;200625.00;118791.00;562753.00;383031.00;349445.00;25343.00;377979.00;38763.00;135044.00;30158.00;602643.00;98871.00;123753.00;32649.00;296072.00;61953.00;200232.00;50609.00
15.056;1450684.00;130936.00;588115.00;63701.00;1291631.00;30871.00;200749.00;118810.00;568458.00;383889.00;354437.00;27538.00;382814.00;39079.00;133686.00;28788.00;604530.00;102088.00;124090.00;31044.00;297862.00;61778.00;197131.00;51115.00
15.062;1448407.00;130691.00;594115.00;61707.00;1289294.00;32911.00;202522.00;116396.00;564368.00;382986.00;355433.00;25970.00;385203.00;40158.00;135235.00;28324.00;608214.00;101061.00;123505.00;30840.00;297354.00;63944.00;196705.00;50495.00
15.067;1460738.00;130798.00;600061.00;61006.00;1296132.00;32153.00;201331.00;118953.00;571823.00;380690.00;353672.00;26104.00;380583.00;39794.00;133204.00;30263.00;605809.00;101232.00;122435.00;30491.00;296044.00;62465.00;196153.00;51181.00
15.073;1452382.00;130352.00;593160.00;60403.00;1302070.00;32303.00;202376.00;118047.00;565626.00;379499.00;356664.00;27198.00;385420.00;39506.00;133177.00;28126.00;606553.00;101491.00;122009.00;28692.00;298916.00;63528.00;202888.00;51826.00
15.079;1452858.00;132814.00;597393.00;60034.00;1302004.00;31495.00;201451.00;116280.00;574710.00;383045.00;355191.00;27751.00;386597.00;40638.00;136390.00;29574.00;612336.00;102276.00;123156.00;32212.00;297514.00;60308.00;195814.00;49667.00
15.085;1461187.00;130169.00;601340.00;62881.00;1293106.00;31947.00;200961.00;120884.00;575904.00;382804.00;355118.00;27831.00;384431.00;39552.00;134366.00;28391.00;614834.00;101133.00;122210.00;31165.00;297693.00;63065.00;204653.00;52209.00
15.090;1466834.00;132055.00;596877.00;62717.00;1311725.00;31459.00;203213.00;117297.00;571357.00;384978.00;354577.00;26341.00;381268.00;40167.00;136964.00;29536.00;613347.00;102148.00;123293.00;30070.00;301536.00;63126.00;201502.00;51482.00
15.096;1458173.00;131964.00;598417.00;63149.00;1309927.00;31274.00;202519.00;118781.00;574387.00;380098.00;356329.00;25146.00;390503.00;39273.00;137001.00;29094.00;610324.00;102096.00;124036.00;31990.00;297639.00;65296.00;201236.00;53257.00
15.102;1471157.00;131981.00;600480.00;62679.00;1308183.00;32985.00;202680.00;118807.00;576093.00;382562.00;357952.00;27793.00;388683.00;40837.00;133367.00;28618.00;614453.00;102983.00;123190.00;32209.00;298995.00;63472.00;200842.00;51037.00
15.107;1478622.00;133436.00;601764.00;62923.00;1310026.00;33090.00;204732.00;120175.00;575180.00;380018.00;362104.00;28011.00;388572.00;40372.00;135835.00;29715.00;611012.00;103690.00;126109.00;33440.00;301630.00;63959.00;195932.00;51453.00
15.113;1467846.00;135294.00;603396.00;61696.00;1309097.00;30862.00;202537.00;117956.00;581453.00;378343.00;356571.00;26635.00;386063.00;40338.00;135152.00;28636.00;616230.00;101501.00;124352.00;32900.00;299448.00;63515.00;201115.00;51719.00
15.119;1483006.00;132391.00;604883.00;61863.00;1312225.00;30682.00;207298.00;118143.00;577024.00;383749.00;358701.00;27804.00;393048.00;39857.00;136092.00;28558.00;611300.00;102941.00;121727.00;32236.00;304888.00;64614.00;198830.00;53211.00
15.125;1471475.00;135251.00;597099.00;62549.00;1319785.00;31652.00;203028.00;119054.00;578778.00;381626.00;362473.00;27646.00;390517.00;41071.00;136333.00;29388.00;617967.00;102966.00;123403.00;32023.00;304037.00;64441.00;201748.00;53122.00
15.130;1477340.00;132540.00;600942.00;62029.00;1325622.00;31990.00;204901.00;118321.00;580481.00;388609.00;364930.00;28297.00;389493.00;40576.00;137688.00;30104.00;617519.00;105551.00;126651.00;32136.00;304293.00;64281.00;201730.00;52115.00
15.136;1477293.00;133868.00;602754.00;61207.00;1324691.00;32248.00;204740.00;117285.00;583764.00;384315.00;363444.00;30007.00;389233.00;41656.00;140085.00;30784.00;620929.00;103570.00;124743.00;32563.00;304537.00;64770.00;199006.00;54644.00
15.142;1482748.00;133408.00;606259.00;63247.00;1333841.00;31923.00;203477.00;119753.00;583244.00;382397.00;364543.00;27029.00;391608.00;40816.00;136738.00;31896.00;622273.00;101778.00;121714.00;31612.00;302668.00;65382.00;202452.00;53920.00
15.147;1490010.00;131890.00;604927.00;61636.00;1334866.00;34450.00;205677.00;116982.00;580792.00;389501.00;365215.00;28398.00;395809.00;41066.00;136845.00;30830.00;619597.00;103152.00;125644.00;32179.00;307736.00;63511.00;200747.00;53308.00
15.153;1484639.00;133567.00;608147.00;61506.00;1326930.00;32188.00;207389.00;119669.00;581899.00;382820.00;361157.00;28340.00;394149.00;40736.00;137316.00;28858.00;631177.00;102006.00;126330.00;31097.00;300739.00;64690.00;199277.00;55055.00
15.159;1490466.00;135189.00;612877.00;62595.00;1343256.00;33276.00;207614.00;117958.00;588079.00;392142.00;361492.00;29342.00;399419.00;40215.00;137963.00;30908.00;624913.00;105435.00;121072.00;32253.00;305192.00;63675.00;201036.00;53868.00
15.165;1494628.00;134882.00;605536.00;63817.00;1353266.00;32540.00;213325.00;118004.00;593304.00;380246.00;368492.00;29404.00;393138.00;41488.00;139970.00;29843.00;627523.00;104643.00;123264.00;34197.00;304393.00;63277.00;201701.00;52836.00
15.170;1494249.00;133951.00;610527.00;64378.00;1351037.00;31692.00;206357.00;119938.00;590681.00;388559.00;372942.00;27500.00;395768.00;42351.00;138944.00;30561.00;624642.00;104289.00;122784.00;32802.00;305404.00;64331.00;200449.00;52254.00
15.176;1506788.00;134278.00;610471.00;62182.00;1352770.00;33618.00;205990.00;116692.00;584287.00;388895.00;368469.00;29075.00;397833.00;40534.00;140998.00;28181.00;631991.00;104762.00;122612.00;31903.00;306343.00;64258.00;202743.00;53999.00
15.182;1503717.00;133490.00;616640.00;62279.00;1349210.00;33322.00;208338.00;119403.00;586862.00;388282.00;369317.00;28645.00;399500.00;41962.00;139445.00;30939.00;633086.00;104083.00;124981.00;33703.00;308090.00;65231.00;201687.00;54855.00
15.188;1496270.00;132770.00;610117.00;63126.00;1351703.00;33480.00;209283.00;119328.00;589874.00;384266.00;374683.00;29625.00;393237.00;42787.00;138653.00;29833.00;631547.00;108401.00;125958.00;32616.00;306239.00;64825.00;203047.00;54875.00
15.193;1508317.00;134108.00;619213.00;63194.00;1354497.00;33170.00;206294.00;120813.00;594053.00;390341.00;371607.00;27410.00;400081.00;41288.00;139614.00;29322.00;633777.00;102322.00;124591.00;33222.00;304885.00;66064.00;203271.00;53680.00
15.199;1499880.00;130361.00;614771.00;62893.00;1357877.00;32031.00;208670.00;121311.00;600861.00;392149.00;371914.00;27169.00;395179.00;41074.00;138716.00;30126.00;637983.00;102562.00;125409.00;32854.00;310298.00;67083.00;200181.00;54099.00
15.205;1510497.00;129570.00;623045.00;64152.00;1363070.00;33714.00;209565.00;119158.00;588955.00;388648.00;376476.00;28061.00;397659.00;41376.00;138924.00;31274.00;628981.00;103817.00;124923.00;32592.00;316611.00;64711.00;200002.00;54029.00
15.210;1517464.00;134969.00;620645.00;63637.00;1365841.00;32685.00;210216.00;120917.00;597544.00;395315.00;376091.00;28933.00;399220.00;41576.00;141502.00;32066.00;626656.00;104114.00;124033.00;33129.00;309138.00;65225.00;200374.00;51844.00
15.216;1517116.00;136386.00;620440.00;63642.00;1363929.00;32379.00;212927.00;119978.00;599152.00;387217.00;375096.00;28727.00;399034.00;42021.00;138087.00;30699.00;632958.00;106018.00;125343.00;33307.00;311850.00;63688.00;199877.00;53665.00
15.222;1522369.00;134763.00;622136.00;65808.00;1371965.00;33328.00;211941.00;121543.00;595694.00;397412.00;377580.00;28658.00;402065.00;41134.00;141162.00;31384.00;637707.00;106862.00;123791.00;32161.00;318734.00;64434.00;199603.00;52632.00
15.228;1523466.00;135837.00;626621.00;65949.00;1371454.00;32649.00;212640.00;120719.00;597779.00;388319.00;374349.00;29225.00;402563.00;41439.00;139092.00;30372.00;636895.00;104517.00;124840.00;33042.00;309452.00;64652.00;200825.00;54628.00
15.233;1529326.00;133191.00;624106.00;64261.00;1380030.00;32085.00;210225.00;122946.00;594816.00;387999.00;375908.00;29296.00;401010.00;41803.00;142397.00;30978.00;642579.00;103351.00;124330.00;32370.00;311080.00;67527.00;203309.00;55530.00
15.239;1526193.00;133581.00;618630.00;63778.00;1381794.00;31910.00;213028.00;120658.00;603079.00;392044.00;379309.00;27605.00;399501.00;40477.00;141783.00;31246.00;644110.00;104542.00;124353.00;33593.00;312445.00;67331.00;200272.00;53507.00
15.245;1527819.00;136187.00;631088.00;62872.00;1379363.00;35136.00;213682.00;121254.00;601107.00;389672.00;382280.00;29471.00;404026.00;40795.00;141186.00;31488.00;636620.00;105356.00;124281.00;32427.00;311804.00;64555.00;204033.00;53242.00
15.250;1531565.00;130165.00;629251.00;63702.00;1386650.00;34458.00;211794.00;123283.00;601118.00;385538.00;377248.00;30033.00;404374.00;42738.00;140444.00;30904.00;640185.00;104448.00;124332.00;32997.00;315841.00;68484.00;200983.00;53043.00
15.256;1533303.00;135499.00;627916.00;65324.00;1394131.00;34069.00;214273.00;121109.00;606604.00;393855.00;381851.00;30234.00;403157.00;43176.00;143988.00;29935.00;644856.00;102825.00;124222.00;34235.00;309750.00;66970.00;201861.00;54566.00
15.262;1542773.00;132558.00;623851.00;64222.00;1399772.00;33542.00;215593.00;119096.00;604630.00;397452.00;382179.00;27294.00;400860.00;42385.00;141017.00;30046.00;644897.00;106829.00;125584.00;34658.00;313661.00;65164.00;203324.00;55522.00
15.268;1540049.00;135157.00;626076.00;64717.00;1395225.00;31994.00;215037.00;120522.00;608976.00;394807.00;392686.00;30515.00;408613.00;41334.00;141698.00;31952.00;642666.00;109401.00;124830.00;33931.00;318998.00;67508.00;203952.00;54482.00
15.273;1545748.00;134999.00;635511.00;63790.00;1408827.00;34268.00;215959.00;121356.00;614298.00;398487.00;382332.00;28334.00;405757.00;40676.00;141202.00;32623.00;645249.00;107891.00;128285.00;34037.00;315230.00;66031.00;201453.00;57714.00
15.279;1554452.00;134875.00;628959.00;63430.00;1406922.00;33574.00;214617.00;123655.00;614473.00;392089.00;379618.00;29798.00;409655.00;41827.00;141720.00;32165.00;648862.00;106447.00;127789.00;33633.00;314731.00;65999.00;203403.00;54633.00
15.285;1544565.00;133750.00;634480.00;64178.00;1410232.00;32440.00;216639.00;124512.00;610477.00;393468.00;384296.00;30124.00;403505.00;42491.00;138312.00;32474.00;651949.00;108584.00;123960.00;33435.00;321424.00;69373.00;201086.00;54237.00
15.291;1555106.00;135168.00;634436.00;65552.00;1403358.00;34418.00;219096.00;120958.00;614058.00;395981.00;387626.00;29498.00;408106.00;41826.00;141282.00;31591.00;651751.00;109650.00;125973.00;35115.00;320358.00;67451.00;198854.00;55802.00
15.296;1548287.00;131878.00;634509.00;62029.00;1410259.00;33393.00;219587.00;121004.00;608431.00;392587.00;390641.00;29789.00;415169.00;42883.00;142134.00;32869.00;653494.00;107644.00;125968.00;32575.00;317492.00;65691.00;201747.00;53164.00
15.302;1564674.00;133856.00;635993.00;65019.00;1411008.00;33367.00;216999.00;124425.00;616671.00;395141.00;387305.00;29527.00;409879.00;41949.00;144206.00;33031.00;650572.00;107330.00;125379.00;33924.00;321954.00;66839.00;206184.00;55029.00
15.308;1555928.00;133942.00;642145.00;65313.00;1414722.00;33643.00;220315.00;121892.00;619874.00;395715.00;392163.00;29249.00;412285.00;41719.00;143226.00;31839.00;656987.00;109441.00;124674.00;34853.00;321023.00;66655.00;202561.00;52681.00
15.313;1568840.00;136797.00;639957.00;63659.00;1420619.00;33067.00;219449.00;123875.00;621825.00;395518.00;388002.00;29155.00;412443.00;42189.00;141207.00;31056.00;662009.00;107624.00;126817.00;34628.00;322136.00;68531.00;206257.00;55369.00
15.319;1562385.00;136006.00;633459.00;66641.00;1429401.00;33117.00;219582.00;123532.00;613330.00;395859.00;388514.00;29778.00;409094.00;41792.00;143511.00;32625.00;657271.00;107568.00;127283.00;35562.00;322704.00;66359.00;201273.00;56561.00
15.325;1572185.00;131453.00;640475.00;66350.00;1430727.00;34880.00;220410.00;119622.00;620494.00;397673.00;390254.00;29635.00;415698.00;44061.00;144261.00;35170.00;661891.00;108405.00;129896.00;35513.00;320702.00;67746.00;203731.00;56428.00
15.331;1577333.00;133191.00;635722.00;65425.00;1434006.00;34101.00;221615.00;123587.00;608391.00;397738.00;392248.00;28587.00;409948.00;44084.00;145089.00;32505.00;664697.00;106360.00;124624.00;34099.00;319425.00;67912.00;204721.00;56207.00
15.336;1571972.00;136292.00;640405.00;65731.00;1430566.00;33580.00;220992.00;122583.00;617513.00;397526.00;392968.00;29180.00;414555.00;43044.00;147400.00;33517.00;658441.00;110128.00;125412.00;34297.00;325949.00;68330.00;203557.00;55314.00
15.342;1581271.00;136002.00;640848.00;65809.00;1437444.00;34978.00;220162.00;123601.00;624269.00;399508.00;394586.00;30658.00;414545.00;42733.00;142740.00;32263.00;663918.00;111466.00;128005.00;36036.00;326681.00;68679.00;204455.00;58212.00
15.348;1570618.00;138653.00;644703.00;66509.00;1440787.00;33764.00;224017.00;123422.00;615829.00;396064.00;393891.00;29992.00;417766.00;42049.00;147917.00;33271.00;667981.00;108792.00;125616.00;35337.00;327193.00;66893.00;204537.00;57784.00
15.353;1579880.00;136349.00;648500.00;63885.00;1439188.00;34415.00;223231.00;124170.00;622586.00;396921.00;391289.00;29990.00;422652.00;43310.00;146411.00;33461.00;668782.00;108155.00;128187.00;35201.00;323297.00;66766.00;207026.00;54150.00
15.359;1590830.00;137264.00;647254.00;63560.00;1436187.00;34192.00;220338.00;124405.00;630483.00;396722.00;396297.00;31021.00;412526.00;42133.00;145897.00;33461.00;665038.00;111733.00;126061.00;35660.00;327728.00;65779.00;207490.00;55732.00
15.365;1586414.00;137381.00;646904.00;66299.00;1450824.00;35753.00;219005.00;124015.00;626777.00;406660.00;397183.00;30336.00;418267.00;42922.00;146220.00;32654.00;665732.00;108156.00;127895.00;36587.00;327095.00;68613.00;201509.00;56901.00
15.371;1589186.00;136170.00;645930.00;66023.00;1453634.00;33465.00;223099.00;125722.00;628761.00;396839.00;398136.00;30536.00;415848.00;42753.00;148732.00;33150.00;666293.00;111308.00;127651.00;35590.00;326557.00;66902.00;203064.00;55960.00
15.376;1597642.00;134006.00;649667.00;64709.00;1462264.00;35173.00;224580.00;124483.00;628952.00;396136.00;398111.00;29359.00;418854.00;44184.00;144232.00;33602.00;664989.00;112546.00;128456.00;35952.00;325184.00;68103.00;202458.00;57032.00
15.382;1593636.00;136798.00;656423.00;65772.00;1453025.00;33368.00;224213.00;126313.00;628541.00;398662.00;400385.00;30671.00;421471.00;42055.00;145072.00;32903.00;672342.00;107998.00;128984.00;34137.00;329629.00;67619.00;205823.00;55100.00
15.388;1597774.00;137875.00;648173.00;64800.00;1465048.00;34999.00;226202.00;125706.00;630332.00;397561.00;400552.00;29453.00;418922.00;44908.00;146036.00;34260.00;671273.00;110556.00;126620.00;35168.00;326378.00;65746.00;201480.00;57518.00
15.394;1598264.00;138091.00;651981.00;63269.00;1465365.00;35229.00;223539.00;125963.00;630419.00;408920.00;399252.00;30060.00;419553.00;45701.00;144351.00;33390.00;675130.00;110075.00;124982.00;35108.00;326925.00;66874.00;204991.00;58352.00
15.399;1594336.00;134221.00;655143.00;64965.00;1476992.00;34088.00;226495.00;126372.00;630293.00;402302.00;397288.00;31085.00;417750.00;43754.00;146732.00;34005.00;676902.00;110751.00;126989.00;34552.00;328614.00;69192.00;205967.00;57510.00
15.405;1600759.00;138979.00;653820.00;66436.00;1471823.00;35102.00;223883.00;124069.00;635800.00;397653.00;402362.00;30651.00;423386.00;43664.00;145384.00;33816.00;674843.00;113380.00;131608.00;35087.00;327876.00;68499.00;207229.00;60097.00
15.411;1612548.00;137577.00;655813.00;64261.00;1478421.00;33588.00;225002.00;124854.00;637596.00;399537.00;404080.00;30791.00;427743.00;42929.00;145437.00;32787.00;676643.00;110893.00;127837.00;35923.00;330282.00;68908.00;207094.00;59218.00
15.416;1619266.00;139076.00;657755.00;65708.00;1475622.00;35163.00;226351.00;126015.00;637872.00;399983.00;401933.00;30899.00;425400.00;42769.00;148280.00;34886.00;679028.00;110936.00;126845.00;36219.00;330004.00;68978.00;207983.00;58413.00
15.422;1615317.00;136234.00;659780.00;65549.00;1473785.00;35553.00;223424.00;127110.00;633572.00;407639.00;408191.00;31289.00;421827.00;43238.00;147698.00;34512.00;684060.00;113591.00;128998.00;35327.00;331475.00;70461.00;205226.00;57852.00
15.428;1624338.00;141172.00;659905.00;67956.00;1481268.00;34354.00;226477.00;126065.00;635800.00;404220.00;406967.00;31729.00;421893.00;44934.00;147305.00;33455.00;678902.00;112650.00;127306.00;36713.00;334034.00;68713.00;205988.00;58745.00
15.434;1622325.00;137912.00;657828.00;64662.00;1485841.00;34475.00;228269.00;128988.00;648176.00;408017.00;406828.00;30412.00;427161.00;43870.00;146883.00;34381.00;679780.00;110302.00;129908.00;37041.00;334538.00;69731.00;208517.00;56713.00
15.439;1621198.00;139264.00;662828.00;65929.00;1492911.00;33106.00;227499.00;123700.00;638794.00;404884.00;410425.00;30071.00;424317.00;45392.00;148163.00;34208.00;681599.00;112141.00;129239.00;35853.00;330910.00;68937.00;207466.00;56772.00
15.445;1611899.00;138233.00;659679.00;67305.00;1487356.00;34622.00;228289.00;129112.00;641582.00;406081.00;404691.00;31028.00;421621.00;42282.00;147154.00;34848.00;683635.00;111361.00;127930.00;37353.00;332163.00;69372.00;208097.00;58596.00
15.451;1629620.00;137197.00;661433.00;65367.00;1500289.00;34685.00;229667.00;125141.00;641755.00;407046.00;410236.00;29555.00;427166.00;45027.00;147120.00;35378.00;691539.00;110824.00;127592.00;38090.00;335981.00;71482.00;207401.00;57404.00
15.456;1619099.00;138750.00;661277.00;67192.00;1502600.00;34403.00;229363.00;122275.00;639355.00;406839.00;412596.00;31708.00;429156.00;43839.00;145773.00;35176.00;690854.00;111817.00;127692.00;36112.00;336004.00;71222.00;207435.00;58703.00
15.462;1633764.00;137727.00;664257.00;63681.00;1503473.00;33550.00;226889.00;126440.00;638563.00;409872.00;408908.00;31319.00;424674.00;44645.00;149570.00;35348.00;687815.00;109860.00;127316.00;36113.00;336513.00;70818.00;209333.00;59514.00
15.468;1625570.00;137179.00;666507.00;66659.00;1505160.00;35071.00;230669.00;125470.00;643751.00;401901.00;413106.00;32603.00;429105.00;43229.00;147701.00;35067.00;685175.00;113908.00;127977.00;36386.00;335129.00;71850.00;207068.00;59439.00
15.474;1637604.00;139906.00;661150.00;64734.00;1519483.00;34901.00;233301.00;127793.00;647983.00;410180.00;408962.00;31186.00;430691.00;46288.00;146038.00;34188.00;692782.00;113162.00;128791.00;35491.00;337995.00;72071.00;208949.00;56465.00
15.479;1634595.00;139494.00;672732.00;67214.00;1509499.00;36166.00;230491.00;125827.00;646862.00;404187.00;415221.00;32780.00;433804.00;45041.00;147666.00;34535.00;689670.00;112406.00;131641.00;36988.00;336607.00;68926.00;209199.00;59989.00
15.485;1647069.00;138989.00;671194.00;65959.00;1511782.00;35631.00;232967.00;126864.00;652632.00;409303.00;415665.00;31044.00;424258.00;43944.00;149235.00;34695.00;693387.00;112344.00;131807.00;36174.00;340624.00;68502.00;209277.00;59932.00
15.491;1651295.00;138085.00;669469.00;65096.00;1512918.00;35786.00;229860.00;125968.00;649279.00;407730.00;414309.00;32418.00;427635.00;44044.00;150850.00;33962.00;699717.00;114209.00;131851.00;36188.00;338860.00;69380.00;208664.00;58304.00
15.497;1650113.00;138097.00;679946.00;65115.00;1516520.00;35955.00;231005.00;128106.00;646984.00;406567.00;417341.00;32334.00;430008.00;46270.00;150132.00;36477.00;699734.00;111670.00;132992.00;35726.00;342977.00;70778.00;206652.00;57452.00
15.502;1644069.00;137981.00;670004.00;65480.00;1519013.00;35098.00;232355.00;128673.00;653481.00;411212.00;411060.00;29353.00;431984.00;45224.00;149453.00;35236.00;694547.00;113902.00;130082.00;36901.00;340124.00;69179.00;206667.00;58672.00
15.508;1649689.00;139583.00;675143.00;65853.00;1533543.00;36507.00;232911.00;126278.00;650924.00;407619.00;418635.00;30568.00;434487.00;43678.00;151199.00;34565.00;693038.00;111846.00;131144.00;36284.00;336622.00;70199.00;208851.00;59682.00
15.514;1655333.00;142237.00;670075.00;65246.00;1530597.00;35205.00;237379.00;129773.00;658967.00;405918.00;422815.00;31348.00;432941.00;46434.00;152445.00;35387.00;701187.00;112568.00;129930.00;37162.00;339256.00;71766.00;212011.00;60875.00
15.519;1668661.00;140499.00;677007.00;68888.00;1534706.00;35679.00;233599.00;131043.00;659114.00;405992.00;423911.00;32172.00;439886.00;44917.00;152220.00;36706.00;700310.00;108630.00;128695.00;36839.00;335470.00;72110.00;210033.00;56921.00
15.525;1662291.00;140666.00;678208.00;67080.00;1530833.00;35539.00;232031.00;130927.00;655356.00;412389.00;424613.00;30744.00;439295.00;44875.00;151509.00;35390.00;705220.00;112575.00;130956.00;37738.00;340900.00;71160.00;206041.00;58830.00
15.531;1670571.00;138550.00;686341.00;66734.00;1546047.00;35525.00;233856.00;127205.00;657845.00;415614.00;417177.00;31785.00;429959.00;45768.00;149621.00;37385.00;706806.00;113855.00;131127.00;36714.00;343268.00;73612.00;207195.00;61779.00
15.537;1665172.00;138018.00;678989.00;67617.00;1549588.00;35983.00;236745.00;132286.00;655946.00;407688.00;420133.00;32418.00;440112.00;44542.00;150595.00;34187.00;707280.00;111405.00;131849.00;37544.00;340765.00;71413.00;210448.00;60181.00
15.542;1667500.00;137698.00;679241.00;68163.00;1541434.00;35327.00;238032.00;128072.00;662992.00;411245.00;424766.00;31496.00;435950.00;47215.00;149421.00;36805.00;704397.00;112978.00;131581.00;38225.00;342357.00;68005.00;208369.00;59400.00
15.548;1675026.00;140335.00;685238.00;65317.00;1553273.00;35632.00;240543.00;128920.00;661330.00;408744.00;424166.00;31504.00;436865.00;46445.00;152751.00;36642.00;699872.00;111053.00;127682.00;36801.00;342702.00;71121.00;206465.00;59751.00
